Specialization,Case Type,Case Number,Lawyer ID,Win/Lose,Location,Price
Criminal Lawyer,Robbery,1031,1000,1,Supreme Court,728
Criminal Lawyer,Assault,1007,1000,1,High Court,664
Criminal Lawyer,Murder,1038,1000,0,District Court,173
Criminal Lawyer,Robbery,1034,1000,1,Vilage Court,457
Criminal Lawyer,Drug,1023,1000,0,Supreme Court,843
Criminal Lawyer,Burglary,1041,1000,0,High Court,571
Criminal Lawyer,Drug,1017,1000,1,District Court,396
Criminal Lawyer,Assault,1005,1000,0,Vilage Court,881
Criminal Lawyer,Burglary,1041,1000,0,Supreme Court,921
Criminal Lawyer,Drug,1020,1000,1,High Court,161
Criminal Lawyer,Burglary,1030,1000,0,District Court,119
Criminal Lawyer,Assault,1005,1000,0,Vilage Court,584
Criminal Lawyer,Murder,1040,1000,0,Supreme Court,870
Criminal Lawyer,Murder,1040,1000,0,High Court,712
Criminal Lawyer,Robbery,1002,1000,1,District Court,533
Criminal Lawyer,Burglary,1001,1000,1,Vilage Court,218
Criminal Lawyer,Assault,1019,1000,1,Supreme Court,729
Criminal Lawyer,Assault,1010,1000,0,High Court,569
Criminal Lawyer,Assault,1039,1000,1,District Court,350
Criminal Lawyer,Murder,1040,1000,0,Vilage Court,695
Criminal Lawyer,Murder,1003,1000,0,Supreme Court,757
Criminal Lawyer,Drug,1023,1000,0,High Court,896
Criminal Lawyer,Drug,1022,1000,0,District Court,751
Criminal Lawyer,Assault,1016,1000,0,Vilage Court,220
Criminal Lawyer,Assault,1005,1000,0,Supreme Court,715
Criminal Lawyer,Burglary,1011,1000,1,High Court,547
Criminal Lawyer,Assault,1016,1000,0,District Court,917
Criminal Lawyer,Murder,1036,1000,1,Vilage Court,902
Criminal Lawyer,Murder,1036,1000,1,Supreme Court,962
Criminal Lawyer,Burglary,1008,1000,0,High Court,873
Criminal Lawyer,Murder,1004,1000,0,District Court,710
Criminal Lawyer,Robbery,1026,1000,0,Vilage Court,779
Criminal Lawyer,Robbery,1029,1000,1,Supreme Court,415
Criminal Lawyer,Drug,1027,1000,0,High Court,615
Criminal Lawyer,Robbery,1018,1000,1,District Court,483
Criminal Lawyer,Burglary,1042,1000,0,Vilage Court,191
Criminal Lawyer,Murder,1033,1000,0,Supreme Court,564
Criminal Lawyer,Burglary,1030,1000,0,High Court,949
Criminal Lawyer,Drug,1020,1000,1,District Court,811
Criminal Lawyer,Murder,1043,1000,1,Vilage Court,920
Criminal Lawyer,Drug,1025,1000,0,Supreme Court,333
Criminal Lawyer,Robbery,1034,1000,1,High Court,871
Criminal Lawyer,Drug,1025,1000,0,District Court,257
Criminal Lawyer,Murder,1043,1000,1,Vilage Court,613
Criminal Lawyer,Assault,1005,1000,0,Supreme Court,845
Criminal Lawyer,Murder,1043,1000,1,High Court,1000
Criminal Lawyer,Assault,1006,1000,1,District Court,577
Criminal Lawyer,Burglary,1013,1000,1,Vilage Court,952
Criminal Lawyer,Drug,1028,1000,1,Supreme Court,581
Criminal Lawyer,Robbery,1034,1000,1,High Court,183
Criminal Lawyer,Murder,1040,1000,0,District Court,948
Criminal Lawyer,Assault,1006,1000,1,Vilage Court,838
Criminal Lawyer,Drug,1017,1000,1,Supreme Court,493
Criminal Lawyer,Robbery,1031,1000,1,High Court,669
Criminal Lawyer,Robbery,1035,1000,0,District Court,488
Criminal Lawyer,Assault,1016,1000,0,Vilage Court,358
Criminal Lawyer,Murder,1036,1000,1,Supreme Court,358
Criminal Lawyer,Assault,1024,1000,1,High Court,162
Criminal Lawyer,Burglary,1011,1000,1,District Court,825
Criminal Lawyer,Robbery,1035,1000,0,Vilage Court,215
Criminal Lawyer,Burglary,1008,1000,0,Supreme Court,676
Criminal Lawyer,Murder,1037,1000,0,High Court,114
Criminal Lawyer,Murder,1038,1000,0,District Court,579
Criminal Lawyer,Burglary,1008,1000,0,Vilage Court,545
Criminal Lawyer,Assault,1019,1000,1,Supreme Court,860
Criminal Lawyer,Assault,1032,1000,1,High Court,334
Criminal Lawyer,Drug,1025,1000,0,District Court,450
Criminal Lawyer,Murder,1004,1000,0,Vilage Court,506
Criminal Lawyer,Murder,1033,1000,0,Supreme Court,642
Criminal Lawyer,Burglary,1001,1000,1,High Court,912
Criminal Lawyer,Assault,1010,1000,0,District Court,160
Criminal Lawyer,Burglary,1013,1000,1,Vilage Court,156
Criminal Lawyer,Robbery,1029,1000,1,Supreme Court,948
Criminal Lawyer,Drug,1025,1000,0,High Court,898
Criminal Lawyer,Robbery,1014,1000,0,District Court,107
Criminal Lawyer,Drug,1027,1000,0,Vilage Court,776
Criminal Lawyer,Murder,1009,1000,0,Supreme Court,754
Criminal Lawyer,Robbery,1018,1000,1,High Court,622
Criminal Lawyer,Robbery,1034,1000,1,District Court,540
Criminal Lawyer,Assault,1010,1000,0,Vilage Court,617
Criminal Lawyer,Drug,1020,1000,1,Supreme Court,346
Criminal Lawyer,Burglary,1042,1000,0,High Court,818
Criminal Lawyer,Burglary,1041,1000,0,District Court,455
Criminal Lawyer,Assault,1024,1000,1,Vilage Court,957
Criminal Lawyer,Robbery,1003,1001,0,Supreme Court,361
Criminal Lawyer,Drug,1023,1001,0,High Court,877
Criminal Lawyer,Drug,1017,1001,0,District Court,227
Criminal Lawyer,Burglary,1025,1001,1,Vilage Court,179
Criminal Lawyer,Drug,1011,1001,0,Supreme Court,134
Criminal Lawyer,Drug,1028,1001,1,High Court,896
Criminal Lawyer,Drug,1009,1001,1,District Court,975
Criminal Lawyer,Robbery,1021,1001,0,Vilage Court,129
Criminal Lawyer,Assault,1013,1001,0,Supreme Court,669
Criminal Lawyer,Drug,1028,1001,1,High Court,453
Criminal Lawyer,Murder,1027,1001,0,District Court,260
Criminal Lawyer,Murder,1016,1001,1,Vilage Court,879
Criminal Lawyer,Drug,1009,1001,1,Supreme Court,444
Criminal Lawyer,Drug,1023,1001,0,High Court,921
Criminal Lawyer,Burglary,1014,1001,0,District Court,885
Criminal Lawyer,Drug,1023,1001,0,Vilage Court,979
Criminal Lawyer,Murder,1004,1001,1,Supreme Court,445
Criminal Lawyer,Assault,1013,1001,0,High Court,827
Criminal Lawyer,Assault,1005,1001,1,District Court,601
Criminal Lawyer,Assault,1010,1001,0,Vilage Court,814
Criminal Lawyer,Murder,1012,1001,0,Supreme Court,893
Criminal Lawyer,Burglary,1025,1001,1,High Court,984
Criminal Lawyer,Assault,1005,1001,1,District Court,254
Criminal Lawyer,Drug,1011,1001,0,Vilage Court,620
Criminal Lawyer,Drug,1011,1001,0,Supreme Court,592
Criminal Lawyer,Murder,1016,1001,1,High Court,635
Criminal Lawyer,Robbery,1003,1001,0,District Court,263
Criminal Lawyer,Robbery,1021,1001,0,Vilage Court,218
Criminal Lawyer,Murder,1027,1001,0,Supreme Court,508
Criminal Lawyer,Assault,1002,1001,0,High Court,117
Criminal Lawyer,Burglary,1025,1001,1,District Court,130
Criminal Lawyer,Burglary,1015,1001,1,Vilage Court,402
Criminal Lawyer,Drug,1020,1001,0,Supreme Court,471
Criminal Lawyer,Drug,1009,1001,1,High Court,678
Criminal Lawyer,Burglary,1022,1001,0,District Court,584
Criminal Lawyer,Murder,1012,1001,0,Vilage Court,491
Criminal Lawyer,Murder,1001,1001,1,Supreme Court,419
Criminal Lawyer,Drug,1028,1001,1,High Court,987
Criminal Lawyer,Drug,1026,1001,0,District Court,756
Criminal Lawyer,Assault,1005,1001,1,Vilage Court,943
Criminal Lawyer,Murder,1016,1001,1,Supreme Court,635
Criminal Lawyer,Burglary,1014,1001,0,High Court,850
Criminal Lawyer,Drug,1009,1001,1,District Court,456
Criminal Lawyer,Murder,1012,1001,0,Vilage Court,784
Criminal Lawyer,Drug,1017,1001,0,Supreme Court,227
Criminal Lawyer,Burglary,1029,1001,0,High Court,754
Criminal Lawyer,Murder,1027,1001,0,District Court,750
Criminal Lawyer,Murder,1004,1001,1,Vilage Court,132
Criminal Lawyer,Burglary,1007,1001,0,Supreme Court,744
Criminal Lawyer,Burglary,1029,1001,0,High Court,281
Criminal Lawyer,Assault,1010,1001,0,District Court,472
Criminal Lawyer,Drug,1023,1001,0,Vilage Court,591
Criminal Lawyer,Robbery,1006,1001,1,Supreme Court,777
Criminal Lawyer,Burglary,1008,1001,1,High Court,678
Criminal Lawyer,Burglary,1024,1001,0,District Court,385
Criminal Lawyer,Murder,1004,1001,1,Vilage Court,436
Criminal Lawyer,Robbery,1019,1001,0,Supreme Court,534
Criminal Lawyer,Robbery,1019,1001,0,High Court,514
Criminal Lawyer,Burglary,1024,1001,0,District Court,752
Criminal Lawyer,Burglary,1007,1001,0,Vilage Court,770
Criminal Lawyer,Burglary,1029,1001,0,Supreme Court,194
Criminal Lawyer,Burglary,1007,1001,0,High Court,631
Criminal Lawyer,Burglary,1007,1001,0,District Court,568
Criminal Lawyer,Drug,1018,1001,0,Vilage Court,460
Criminal Lawyer,Burglary,1024,1001,0,Supreme Court,289
Criminal Lawyer,Burglary,1008,1001,1,High Court,967
Criminal Lawyer,Assault,1002,1001,0,District Court,851
Criminal Lawyer,Assault,1002,1001,0,Vilage Court,185
Criminal Lawyer,Assault,1005,1001,1,Supreme Court,858
Criminal Lawyer,Assault,1002,1001,0,High Court,748
Criminal Lawyer,Murder,1001,1001,1,District Court,209
Criminal Lawyer,Burglary,1014,1001,0,Vilage Court,973
Criminal Lawyer,Drug,1020,1001,0,Supreme Court,119
Criminal Lawyer,Assault,1013,1001,0,High Court,443
Criminal Lawyer,Drug,1026,1001,0,District Court,488
Criminal Lawyer,Robbery,1006,1001,1,Vilage Court,675
Criminal Lawyer,Assault,1010,1001,0,Supreme Court,218
Criminal Lawyer,Murder,1001,1001,1,High Court,224
Criminal Lawyer,Burglary,1008,1001,1,District Court,260
Criminal Lawyer,Murder,1012,1001,0,Vilage Court,795
Criminal Lawyer,Drug,1017,1001,0,Supreme Court,353
Criminal Lawyer,Burglary,1015,1001,1,High Court,694
Criminal Lawyer,Robbery,1021,1001,0,District Court,914
Criminal Lawyer,Robbery,1006,1001,1,Vilage Court,862
Criminal Lawyer,Murder,1004,1001,1,Supreme Court,701
Criminal Lawyer,Robbery,1003,1001,0,High Court,644
Criminal Lawyer,Burglary,1024,1001,0,District Court,417
Criminal Lawyer,Drug,1020,1001,0,Vilage Court,595
Criminal Lawyer,Drug,1028,1001,1,Supreme Court,103
Criminal Lawyer,Burglary,1015,1001,1,High Court,146
Criminal Lawyer,Assault,1010,1001,0,District Court,720
Criminal Lawyer,Burglary,1025,1001,1,Vilage Court,967
Criminal Lawyer,Burglary,1008,1001,1,Supreme Court,323
Criminal Lawyer,Burglary,1029,1001,0,High Court,700
Criminal Lawyer,Burglary,1022,1001,0,District Court,855
Criminal Lawyer,Murder,1001,1001,1,Vilage Court,368
Criminal Lawyer,Assault,1013,1001,0,Supreme Court,348
Criminal Lawyer,Drug,1018,1001,0,High Court,349
Criminal Lawyer,Drug,1026,1001,0,District Court,773
Criminal Lawyer,Murder,1027,1001,0,Vilage Court,494
Criminal Lawyer,Drug,1017,1001,0,Supreme Court,638
Criminal Lawyer,Drug,1011,1001,0,High Court,927
Criminal Lawyer,Drug,1020,1001,0,District Court,821
Criminal Lawyer,Robbery,1019,1001,0,Vilage Court,957
Criminal Lawyer,Drug,1026,1001,0,Supreme Court,951
Criminal Lawyer,Robbery,1003,1001,0,High Court,200
Criminal Lawyer,Burglary,1022,1001,0,District Court,806
Criminal Lawyer,Drug,1018,1001,0,Vilage Court,607
Criminal Lawyer,Burglary,1015,1001,1,Supreme Court,385
Criminal Lawyer,Robbery,1019,1001,0,High Court,375
Criminal Lawyer,Drug,1018,1001,0,District Court,601
Criminal Lawyer,Robbery,1006,1001,1,Vilage Court,371
Criminal Lawyer,Burglary,1014,1001,0,Supreme Court,204
Criminal Lawyer,Burglary,1022,1001,0,High Court,959
Criminal Lawyer,Murder,1016,1001,1,District Court,100
Criminal Lawyer,Robbery,1021,1001,0,Vilage Court,691
Criminal Lawyer,Burglary,1019,1002,0,Supreme Court,191
Criminal Lawyer,Murder,1009,1002,1,High Court,690
Criminal Lawyer,Assault,1043,1002,1,District Court,956
Criminal Lawyer,Burglary,1017,1002,1,Vilage Court,206
Criminal Lawyer,Robbery,1010,1002,1,Supreme Court,275
Criminal Lawyer,Murder,1025,1002,1,High Court,252
Criminal Lawyer,Robbery,1026,1002,0,District Court,562
Criminal Lawyer,Assault,1014,1002,1,Vilage Court,491
Criminal Lawyer,Drug,1040,1002,0,Supreme Court,666
Criminal Lawyer,Drug,1033,1002,0,High Court,866
Criminal Lawyer,Assault,1005,1002,1,District Court,662
Criminal Lawyer,Burglary,1003,1002,0,Vilage Court,756
Criminal Lawyer,Robbery,1036,1002,1,Supreme Court,575
Criminal Lawyer,Drug,1033,1002,0,High Court,344
Criminal Lawyer,Assault,1011,1002,1,District Court,750
Criminal Lawyer,Burglary,1002,1002,1,Vilage Court,478
Criminal Lawyer,Assault,1006,1002,0,Supreme Court,791
Criminal Lawyer,Assault,1014,1002,1,High Court,403
Criminal Lawyer,Assault,1021,1002,1,District Court,231
Criminal Lawyer,Burglary,1019,1002,0,Vilage Court,576
Criminal Lawyer,Robbery,1030,1002,1,Supreme Court,908
Criminal Lawyer,Assault,1011,1002,1,High Court,304
Criminal Lawyer,Robbery,1028,1002,1,District Court,321
Criminal Lawyer,Robbery,1028,1002,1,Vilage Court,547
Criminal Lawyer,Robbery,1018,1002,0,Supreme Court,978
Criminal Lawyer,Drug,1024,1002,0,High Court,881
Criminal Lawyer,Murder,1012,1002,1,District Court,279
Criminal Lawyer,Drug,1024,1002,0,Vilage Court,260
Criminal Lawyer,Burglary,1029,1002,0,Supreme Court,437
Criminal Lawyer,Murder,1031,1002,1,High Court,500
Criminal Lawyer,Drug,1024,1002,0,District Court,312
Criminal Lawyer,Robbery,1016,1002,0,Vilage Court,982
Criminal Lawyer,Robbery,1010,1002,1,Supreme Court,158
Criminal Lawyer,Murder,1041,1002,0,High Court,719
Criminal Lawyer,Robbery,1026,1002,0,District Court,368
Criminal Lawyer,Drug,1040,1002,0,Vilage Court,509
Criminal Lawyer,Burglary,1002,1002,1,Supreme Court,400
Criminal Lawyer,Burglary,1019,1002,0,High Court,326
Criminal Lawyer,Murder,1025,1002,1,District Court,247
Criminal Lawyer,Robbery,1036,1002,1,Vilage Court,842
Criminal Lawyer,Murder,1034,1002,1,Supreme Court,739
Criminal Lawyer,Drug,1004,1002,0,High Court,606
Criminal Lawyer,Assault,1011,1002,1,District Court,753
Criminal Lawyer,Drug,1032,1002,0,Vilage Court,115
Criminal Lawyer,Assault,1014,1002,1,Supreme Court,651
Criminal Lawyer,Assault,1027,1002,0,High Court,908
Criminal Lawyer,Burglary,1013,1002,1,District Court,461
Criminal Lawyer,Burglary,1017,1002,1,Vilage Court,830
Criminal Lawyer,Assault,1039,1002,0,Supreme Court,403
Criminal Lawyer,Robbery,1016,1002,0,High Court,399
Criminal Lawyer,Assault,1021,1002,1,District Court,688
Criminal Lawyer,Assault,1043,1002,1,Vilage Court,602
Criminal Lawyer,Burglary,1020,1002,1,Supreme Court,201
Criminal Lawyer,Robbery,1010,1002,1,High Court,454
Criminal Lawyer,Murder,1023,1002,0,District Court,265
Criminal Lawyer,Burglary,1042,1002,1,Vilage Court,860
Criminal Lawyer,Burglary,1029,1002,0,Supreme Court,378
Criminal Lawyer,Assault,1043,1002,1,High Court,936
Criminal Lawyer,Assault,1038,1002,1,District Court,697
Criminal Lawyer,Assault,1001,1002,0,Vilage Court,172
Criminal Lawyer,Drug,1015,1002,1,Supreme Court,416
Criminal Lawyer,Assault,1039,1002,0,High Court,768
Criminal Lawyer,Murder,1009,1002,1,District Court,818
Criminal Lawyer,Burglary,1022,1002,0,Vilage Court,750
Criminal Lawyer,Burglary,1042,1002,1,Supreme Court,582
Criminal Lawyer,Burglary,1013,1002,1,High Court,108
Criminal Lawyer,Burglary,1003,1002,0,District Court,194
Criminal Lawyer,Burglary,1022,1002,0,Vilage Court,378
Criminal Lawyer,Robbery,1036,1002,1,Supreme Court,757
Criminal Lawyer,Drug,1037,1002,1,High Court,409
Criminal Lawyer,Murder,1025,1002,1,District Court,140
Criminal Lawyer,Drug,1004,1002,0,Vilage Court,981
Criminal Lawyer,Robbery,1028,1002,1,Supreme Court,916
Criminal Lawyer,Assault,1039,1002,0,High Court,692
Criminal Lawyer,Assault,1027,1002,0,District Court,116
Criminal Lawyer,Robbery,1030,1002,1,Vilage Court,497
Criminal Lawyer,Robbery,1016,1002,0,Supreme Court,587
Criminal Lawyer,Murder,1034,1002,1,High Court,684
Criminal Lawyer,Robbery,1028,1002,1,District Court,416
Criminal Lawyer,Drug,1004,1002,0,Vilage Court,707
Criminal Lawyer,Murder,1041,1002,0,Supreme Court,274
Criminal Lawyer,Murder,1023,1002,0,High Court,825
Criminal Lawyer,Assault,1005,1002,1,District Court,605
Criminal Lawyer,Burglary,1017,1002,1,Vilage Court,774
Criminal Lawyer,Drug,1037,1002,1,Supreme Court,993
Criminal Lawyer,Assault,1011,1002,1,High Court,405
Criminal Lawyer,Murder,1012,1002,1,District Court,171
Criminal Lawyer,Burglary,1035,1002,0,Vilage Court,326
Criminal Lawyer,Drug,1032,1002,0,Supreme Court,388
Criminal Lawyer,Assault,1005,1002,1,High Court,386
Criminal Lawyer,Burglary,1042,1002,1,District Court,247
Criminal Lawyer,Drug,1015,1002,1,Vilage Court,796
Criminal Lawyer,Assault,1006,1002,0,Supreme Court,777
Criminal Lawyer,Drug,1033,1002,0,High Court,646
Criminal Lawyer,Robbery,1010,1002,1,District Court,888
Criminal Lawyer,Robbery,1016,1002,0,Vilage Court,816
Criminal Lawyer,Assault,1008,1002,0,Supreme Court,220
Criminal Lawyer,Drug,1015,1002,1,High Court,917
Criminal Lawyer,Assault,1008,1002,0,District Court,872
Criminal Lawyer,Assault,1005,1002,1,Vilage Court,165
Criminal Lawyer,Assault,1043,1002,1,Supreme Court,821
Criminal Lawyer,Murder,1034,1002,1,High Court,381
Criminal Lawyer,Robbery,1030,1002,1,District Court,241
Criminal Lawyer,Burglary,1020,1002,1,Vilage Court,413
Criminal Lawyer,Robbery,1026,1002,0,Supreme Court,170
Criminal Lawyer,Murder,1041,1002,0,High Court,377
Criminal Lawyer,Drug,1033,1002,0,District Court,530
Criminal Lawyer,Drug,1040,1002,0,Vilage Court,817
Criminal Lawyer,Murder,1023,1002,0,Supreme Court,632
Criminal Lawyer,Robbery,1018,1002,0,High Court,180
Criminal Lawyer,Assault,1001,1002,0,District Court,135
Criminal Lawyer,Burglary,1002,1002,1,Vilage Court,197
Criminal Lawyer,Assault,1001,1002,0,Supreme Court,479
Criminal Lawyer,Burglary,1035,1002,0,High Court,442
Criminal Lawyer,Burglary,1020,1002,1,District Court,756
Criminal Lawyer,Drug,1007,1002,0,Vilage Court,596
Criminal Lawyer,Burglary,1013,1002,1,Supreme Court,825
Criminal Lawyer,Murder,1034,1002,1,High Court,718
Criminal Lawyer,Burglary,1022,1002,0,District Court,378
Criminal Lawyer,Murder,1009,1002,1,Vilage Court,677
Criminal Lawyer,Burglary,1029,1002,0,Supreme Court,924
Criminal Lawyer,Murder,1012,1002,1,High Court,170
Criminal Lawyer,Drug,1007,1002,0,District Court,340
Criminal Lawyer,Murder,1009,1002,1,Vilage Court,368
Criminal Lawyer,Assault,1006,1002,0,Supreme Court,291
Criminal Lawyer,Assault,1008,1002,0,High Court,192
Criminal Lawyer,Assault,1027,1002,0,District Court,339
Criminal Lawyer,Robbery,1018,1002,0,Vilage Court,524
Criminal Lawyer,Burglary,1022,1002,0,Supreme Court,142
Criminal Lawyer,Drug,1007,1002,0,High Court,508
Criminal Lawyer,Burglary,1035,1002,0,District Court,389
Criminal Lawyer,Drug,1037,1002,1,Vilage Court,356
Criminal Lawyer,Assault,1008,1002,0,Supreme Court,469
Criminal Lawyer,Robbery,1036,1002,1,High Court,381
Criminal Lawyer,Drug,1024,1002,0,District Court,565
Criminal Lawyer,Robbery,1030,1002,1,Vilage Court,691
Criminal Lawyer,Burglary,1013,1002,1,Supreme Court,343
Criminal Lawyer,Robbery,1018,1002,0,High Court,205
Criminal Lawyer,Assault,1027,1002,0,District Court,549
Criminal Lawyer,Murder,1031,1002,1,Vilage Court,311
Criminal Lawyer,Assault,1038,1002,1,Supreme Court,507
Criminal Lawyer,Drug,1004,1002,0,High Court,672
Criminal Lawyer,Drug,1015,1002,1,District Court,146
Criminal Lawyer,Murder,1012,1002,1,Vilage Court,293
Criminal Lawyer,Assault,1038,1002,1,Supreme Court,871
Criminal Lawyer,Assault,1038,1002,1,High Court,856
Criminal Lawyer,Assault,1021,1002,1,District Court,792
Criminal Lawyer,Drug,1032,1002,0,Vilage Court,358
Criminal Lawyer,Burglary,1042,1002,1,Supreme Court,689
Criminal Lawyer,Drug,1037,1002,1,High Court,145
Criminal Lawyer,Assault,1039,1002,0,District Court,270
Criminal Lawyer,Burglary,1029,1002,0,Vilage Court,564
Criminal Lawyer,Murder,1041,1002,0,Supreme Court,343
Criminal Lawyer,Assault,1001,1002,0,High Court,294
Criminal Lawyer,Robbery,1026,1002,0,District Court,849
Criminal Lawyer,Burglary,1003,1002,0,Vilage Court,486
Criminal Lawyer,Murder,1023,1002,0,Supreme Court,165
Criminal Lawyer,Burglary,1019,1002,0,High Court,100
Criminal Lawyer,Murder,1031,1002,1,District Court,294
Criminal Lawyer,Drug,1007,1002,0,Vilage Court,995
Criminal Lawyer,Assault,1006,1002,0,Supreme Court,288
Criminal Lawyer,Drug,1040,1002,0,High Court,607
Criminal Lawyer,Assault,1014,1002,1,District Court,373
Criminal Lawyer,Burglary,1003,1002,0,Vilage Court,461
Criminal Lawyer,Assault,1021,1002,1,Supreme Court,504
Criminal Lawyer,Burglary,1020,1002,1,High Court,550
Criminal Lawyer,Drug,1032,1002,0,District Court,828
Criminal Lawyer,Burglary,1002,1002,1,Vilage Court,836
Criminal Lawyer,Murder,1031,1002,1,Supreme Court,728
Criminal Lawyer,Burglary,1017,1002,1,High Court,544
Criminal Lawyer,Murder,1025,1002,1,District Court,507
Criminal Lawyer,Burglary,1035,1002,0,Vilage Court,397
Family Lawyer,ChildCustody,1038,1004,0,Supreme Court,658
Family Lawyer,Adoption,1005,1004,1,High Court,619
Family Lawyer,ChildCustody,1039,1004,1,District Court,613
Family Lawyer,Adoption,1041,1004,0,Vilage Court,407
Family Lawyer,Adoption,1013,1004,1,Supreme Court,898
