Specialization,Case Type,Case Number,Lawyer ID,Win/Lose
Criminal Lawyer,Burglary,1001,Lawyer3,1001,Lawyer2,0
Business Lawyer,ContractDispute,1017,1012,0
Family Lawyer,Adoption,1001,Lawyer5,1001,Lawyer4,1
Business Lawyer,ContractDispute,1019,1012,0
Tax Lawyer,TaxEvasion,1014,1019,1
Tax Lawyer,IRSAudit,1052,1016,1
Criminal Lawyer,Drug,1017,1001,Lawyer1,0
Business Lawyer,BusinessFraud,1020,1014,1
Immigration Lawyer,VisaApplication,1017,1009,0
Immigration Lawyer,VisaApplication,1022,1010,1
Immigration Lawyer,VisaApplication,1026,1009,0
Immigration Lawyer,VisaApplication,1043,1009,1
Business Lawyer,ContractDispute,1052,1012,0
Business Lawyer,IntellectualProperty,1011,1013,1
Criminal Lawyer,Robbery,1036,1001,Lawyer2,1
Business Lawyer,BusinessFraud,1036,1013,1
Tax Lawyer,TaxFraud,1051,1016,1
Business Lawyer,BusinessFraud,1010,1013,1
Immigration Lawyer,Deportation,1054,1010,1
Tax Lawyer,TaxFraud,1021,1017,0
Tax Lawyer,IRSAudit,1013,1017,0
Tax Lawyer,TaxFraud,1001,Lawyer7,1017,1
Tax Lawyer,IRSAudit,1025,1017,0
Tax Lawyer,IRSAudit,1038,1016,0
Business Lawyer,BusinessFraud,1026,1014,1
Immigration Lawyer,Deportation,1033,1010,0
Business Lawyer,ContractDispute,1035,1013,1
Criminal Lawyer,Drug,1033,1001,Lawyer2,0
Immigration Lawyer,Deportation,1039,1009,0
Business Lawyer,BusinessFraud,1013,1013,0
Criminal Lawyer,Burglary,1030,1000,0
Immigration Lawyer,Asylum,1001,Lawyer1,1010,1
Business Lawyer,IntellectualProperty,1001,Lawyer4,1014,0
Family Lawyer,Divorce,1011,1001,Lawyer6,1
Immigration Lawyer,VisaApplication,1009,1001,Lawyer8,1
Tax Lawyer,IRSAudit,1020,1016,0
Criminal Lawyer,Robbery,1012,1000,1
Family Lawyer,Divorce,1018,1001,Lawyer4,0
Family Lawyer,Divorce,1027,1001,Lawyer5,1
Business Lawyer,IntellectualProperty,1034,1013,0
Family Lawyer,Adoption,1013,1001,Lawyer4,1
Business Lawyer,BusinessFraud,1057,1014,1
Criminal Lawyer,Burglary,1025,1001,Lawyer1,1
Criminal Lawyer,Assault,1011,1001,Lawyer2,1
Immigration Lawyer,VisaApplication,1014,1010,0
Tax Lawyer,TaxEvasion,1019,1016,1
Business Lawyer,ContractDispute,1031,1012,0
Criminal Lawyer,Drug,1011,1001,Lawyer1,0
Tax Lawyer,TaxEvasion,1014,1019,1
Business Lawyer,IntellectualProperty,1001,Lawyer4,1012,0
Tax Lawyer,TaxEvasion,1014,1019,1
Tax Lawyer,TaxFraud,1017,1018,1
Family Lawyer,ChildCustody,1021,1001,Lawyer4,1
Immigration Lawyer,VisaApplication,1024,1001,Lawyer8,0
Tax Lawyer,IRSAudit,1046,1016,0
Family Lawyer,Adoption,1001,Lawyer8,1001,Lawyer5,0
Immigration Lawyer,VisaApplication,1017,1009,0
Business Lawyer,ContractDispute,1024,1013,1
Immigration Lawyer,VisaApplication,1027,1010,0
Tax Lawyer,IRSAudit,1025,1018,0
Immigration Lawyer,Deportation,1054,1010,1
Immigration Lawyer,VisaApplication,1001,Lawyer5,1009,1
Criminal Lawyer,Burglary,1001,Lawyer2,1001,Lawyer2,1
Immigration Lawyer,VisaApplication,1045,1010,1
Tax Lawyer,TaxEvasion,1018,1017,0
Immigration Lawyer,Deportation,1017,1001,Lawyer8,0
Tax Lawyer,TaxEvasion,1047,1016,0
Criminal Lawyer,Drug,1015,1000,0
Business Lawyer,BusinessFraud,1009,1012,0
Business Lawyer,BusinessFraud,1013,1013,0
Business Lawyer,BusinessFraud,1036,1014,1
Tax Lawyer,TaxFraud,1014,1017,0
Family Lawyer,Divorce,1040,1001,Lawyer4,1
Family Lawyer,Adoption,1031,1001,Lawyer4,1
Criminal Lawyer,Drug,1028,1001,Lawyer1,1
Criminal Lawyer,Assault,1001,Lawyer6,1001,Lawyer2,0
Business Lawyer,ContractDispute,1001,Lawyer1,1013,1
Tax Lawyer,TaxEvasion,1001,Lawyer3,1018,1
Family Lawyer,Adoption,1001,Lawyer3,1001,Lawyer4,0
Tax Lawyer,IRSAudit,1001,Lawyer2,1018,0
Business Lawyer,ContractDispute,1046,1013,0
Family Lawyer,ChildCustody,1012,1001,Lawyer6,0
Immigration Lawyer,Deportation,1001,Lawyer5,1010,1
Business Lawyer,ContractDispute,1035,1013,1
Immigration Lawyer,VisaApplication,1010,1001,Lawyer8,0
Criminal Lawyer,Drug,1009,1001,Lawyer1,1
Tax Lawyer,TaxEvasion,1001,Lawyer5,1018,0
Family Lawyer,ChildCustody,1012,1001,Lawyer6,0
Immigration Lawyer,VisaApplication,1043,1009,1
Criminal Lawyer,Assault,1014,1001,Lawyer2,1
Tax Lawyer,TaxFraud,1026,1017,1
Business Lawyer,IntellectualProperty,1030,1013,0
Immigration Lawyer,Asylum,1013,1009,1
Business Lawyer,ContractDispute,1048,1013,0
Business Lawyer,IntellectualProperty,1001,Lawyer4,1012,0
Business Lawyer,BusinessFraud,1034,1014,0
Tax Lawyer,TaxEvasion,1001,Lawyer1,1017,1
Immigration Lawyer,Deportation,1049,1010,0
Family Lawyer,ChildCustody,1015,1001,Lawyer4,1
Immigration Lawyer,VisaApplication,1009,1010,0
Family Lawyer,Divorce,1024,1001,Lawyer6,1
Business Lawyer,ContractDispute,1030,1012,0
Family Lawyer,Divorce,1018,1001,Lawyer4,0
Business Lawyer,IntellectualProperty,1044,1014,0
Criminal Lawyer,Drug,1028,1000,1
Business Lawyer,IntellectualProperty,1041,1014,0
Family Lawyer,ChildCustody,1010,1001,Lawyer4,0
Immigration Lawyer,Deportation,1049,1010,0
Business Lawyer,ContractDispute,1033,1013,0
Criminal Lawyer,Burglary,1021,1000,0
Business Lawyer,IntellectualProperty,1009,1014,1
Tax Lawyer,TaxEvasion,1025,1019,1
Criminal Lawyer,Assault,1021,1001,Lawyer2,1
Business Lawyer,ContractDispute,1038,1012,0
Family Lawyer,Divorce,1020,1001,Lawyer5,1
Family Lawyer,Adoption,1001,Lawyer8,1001,Lawyer5,0
Business Lawyer,BusinessFraud,1018,1013,0
Tax Lawyer,TaxEvasion,1034,1016,0
Criminal Lawyer,Burglary,1019,1001,Lawyer2,0
Tax Lawyer,IRSAudit,1001,Lawyer1,1019,0
Tax Lawyer,IRSAudit,1015,1018,1
Business Lawyer,BusinessFraud,1051,1012,1
Tax Lawyer,IRSAudit,1023,1016,0
Criminal Lawyer,Assault,1039,1000,1
Criminal Lawyer,Murder,1036,1000,1
Tax Lawyer,TaxEvasion,1018,1019,0
Immigration Lawyer,VisaApplication,1001,Lawyer8,1001,Lawyer8,1
Tax Lawyer,TaxFraud,1001,Lawyer2,1016,0
Business Lawyer,ContractDispute,1001,Lawyer6,1012,0
Business Lawyer,ContractDispute,1043,1012,1
Tax Lawyer,TaxEvasion,1013,1019,0
Immigration Lawyer,Asylum,1013,1001,Lawyer8,0
Tax Lawyer,TaxEvasion,1029,1017,0
Tax Lawyer,TaxEvasion,1018,1019,0
Tax Lawyer,TaxEvasion,1017,1019,0
Criminal Lawyer,Robbery,1030,1001,Lawyer2,1
Business Lawyer,BusinessFraud,1029,1013,1
Business Lawyer,BusinessFraud,1050,1013,1
Immigration Lawyer,VisaApplication,1017,1010,0
Criminal Lawyer,Robbery,1021,1001,Lawyer1,0
Business Lawyer,IntellectualProperty,1039,1012,1
Immigration Lawyer,Deportation,1046,1010,0
Tax Lawyer,TaxFraud,1001,Lawyer7,1019,1
Business Lawyer,IntellectualProperty,1001,Lawyer5,1013,0
Criminal Lawyer,Assault,1011,1001,Lawyer2,1
Criminal Lawyer,Assault,1013,1001,Lawyer1,0
Family Lawyer,ChildCustody,1039,1001,Lawyer4,1
Business Lawyer,ContractDispute,1001,Lawyer6,1012,0
Family Lawyer,Adoption,1033,1001,Lawyer4,1
Tax Lawyer,TaxFraud,1009,1018,0
Family Lawyer,Adoption,1001,Lawyer6,1001,Lawyer6,1
Business Lawyer,IntellectualProperty,1026,1012,1
Immigration Lawyer,VisaApplication,1011,1009,1
Immigration Lawyer,Deportation,1001,Lawyer3,1009,0
Criminal Lawyer,Drug,1028,1001,Lawyer1,1
Criminal Lawyer,Drug,1028,1000,1
Immigration Lawyer,Deportation,1040,1009,0
Business Lawyer,BusinessFraud,1057,1014,1
Tax Lawyer,TaxEvasion,1029,1016,0
Business Lawyer,BusinessFraud,1046,1012,0
Tax Lawyer,IRSAudit,1027,1017,0
Immigration Lawyer,Deportation,1023,1009,1
Family Lawyer,Divorce,1027,1001,Lawyer4,0
Family Lawyer,Divorce,1010,1001,Lawyer6,1
Tax Lawyer,TaxFraud,1024,1018,1
Tax Lawyer,TaxEvasion,1029,1017,0
Immigration Lawyer,Deportation,1050,1010,1
Tax Lawyer,IRSAudit,1022,1019,1
Tax Lawyer,TaxFraud,1011,1017,1
Family Lawyer,Divorce,1011,1001,Lawyer5,1
Criminal Lawyer,Robbery,1028,1001,Lawyer2,1
Business Lawyer,BusinessFraud,1031,1013,0
Tax Lawyer,IRSAudit,1028,1019,1
Immigration Lawyer,Asylum,1041,1009,0
Immigration Lawyer,Asylum,1009,1009,1
Criminal Lawyer,Murder,1027,1001,Lawyer1,0
Business Lawyer,IntellectualProperty,1025,1013,1
Immigration Lawyer,Deportation,1028,1010,0
Immigration Lawyer,Asylum,1030,1001,Lawyer8,1
Business Lawyer,BusinessFraud,1050,1013,1
Tax Lawyer,IRSAudit,1023,1017,1
Criminal Lawyer,Murder,1016,1001,Lawyer1,1
Business Lawyer,BusinessFraud,1001,Lawyer4,1013,0
Business Lawyer,BusinessFraud,1050,1013,1
Tax Lawyer,TaxFraud,1010,1017,0
Business Lawyer,IntellectualProperty,1034,1013,0
Business Lawyer,BusinessFraud,1026,1013,1
Immigration Lawyer,Deportation,1033,1010,0
Business Lawyer,ContractDispute,1027,1014,1
Immigration Lawyer,Deportation,1021,1010,1
Tax Lawyer,TaxEvasion,1018,1016,1
Tax Lawyer,IRSAudit,1001,Lawyer1,1019,0
Criminal Lawyer,Drug,1009,1001,Lawyer1,1
Tax Lawyer,TaxFraud,1019,1017,0
Tax Lawyer,IRSAudit,1038,1016,0
Business Lawyer,BusinessFraud,1055,1012,1
Criminal Lawyer,Robbery,1028,1001,Lawyer2,1
Tax Lawyer,IRSAudit,1001,Lawyer6,1019,1
Tax Lawyer,TaxEvasion,1019,1019,1
Criminal Lawyer,Robbery,1018,1001,Lawyer2,0
Business Lawyer,IntellectualProperty,1050,1014,0
Family Lawyer,Adoption,1001,Lawyer1,1001,Lawyer6,1
Tax Lawyer,IRSAudit,1001,Lawyer4,1016,0
Immigration Lawyer,VisaApplication,1029,1010,0
Criminal Lawyer,Murder,1037,1000,0
Criminal Lawyer,Drug,1023,1001,Lawyer1,0
Tax Lawyer,TaxEvasion,1045,1016,0
Criminal Lawyer,Burglary,1014,1001,Lawyer1,0
Criminal Lawyer,Drug,1015,1000,0
Tax Lawyer,TaxEvasion,1042,1016,0
Business Lawyer,BusinessFraud,1036,1013,1
Tax Lawyer,TaxFraud,1024,1019,1
Family Lawyer,Adoption,1025,1001,Lawyer5,0
Family Lawyer,ChildCustody,1012,1001,Lawyer5,1
Family Lawyer,Divorce,1001,Lawyer6,1001,Lawyer5,0
Business Lawyer,IntellectualProperty,1041,1014,0
Immigration Lawyer,Asylum,1036,1009,0
Family Lawyer,ChildCustody,1001,Lawyer2,1001,Lawyer6,0
Business Lawyer,BusinessFraud,1032,1012,1
Criminal Lawyer,Assault,1019,1000,1
Business Lawyer,BusinessFraud,1020,1014,1
Tax Lawyer,TaxEvasion,1016,1019,1
Business Lawyer,BusinessFraud,1037,1014,1
Criminal Lawyer,Drug,1023,1001,Lawyer1,0
Immigration Lawyer,Asylum,1027,1001,Lawyer8,1
Business Lawyer,BusinessFraud,1012,1012,0
Tax Lawyer,IRSAudit,1049,1016,0
Tax Lawyer,TaxFraud,1001,Lawyer2,1017,0
Immigration Lawyer,VisaApplication,1043,1009,1
Business Lawyer,IntellectualProperty,1010,1012,0
Immigration Lawyer,Asylum,1026,1001,Lawyer8,1
Business Lawyer,ContractDispute,1048,1012,0
Business Lawyer,IntellectualProperty,1034,1012,1
Business Lawyer,IntellectualProperty,1029,1012,1
Criminal Lawyer,Drug,1024,1001,Lawyer2,0
Immigration Lawyer,VisaApplication,1030,1010,1
Tax Lawyer,TaxFraud,1019,1017,0
Tax Lawyer,IRSAudit,1022,1016,0
Business Lawyer,BusinessFraud,1014,1012,1
Family Lawyer,ChildCustody,1013,1001,Lawyer6,1
Family Lawyer,ChildCustody,1014,1001,Lawyer5,1
Immigration Lawyer,Deportation,1010,1010,0
Family Lawyer,Divorce,1021,1001,Lawyer5,1
Business Lawyer,BusinessFraud,1049,1013,1
Immigration Lawyer,VisaApplication,1024,1001,Lawyer8,0
Tax Lawyer,IRSAudit,1026,1016,0
Tax Lawyer,IRSAudit,1022,1018,1
Business Lawyer,IntellectualProperty,1019,1013,0
Immigration Lawyer,VisaApplication,1022,1009,1
Criminal Lawyer,Murder,1001,Lawyer4,1001,Lawyer1,1
Immigration Lawyer,Deportation,1039,1009,0
Tax Lawyer,TaxEvasion,1001,Lawyer5,1018,0
Criminal Lawyer,Assault,1013,1001,Lawyer1,0
Tax Lawyer,IRSAudit,1046,1016,0
Criminal Lawyer,Murder,1012,1001,Lawyer2,1
Business Lawyer,ContractDispute,1039,1013,1
Criminal Lawyer,Robbery,1029,1000,1
Criminal Lawyer,Drug,1024,1001,Lawyer2,0
Immigration Lawyer,VisaApplication,1029,1010,0
Immigration Lawyer,Deportation,1031,1001,Lawyer8,1
Tax Lawyer,IRSAudit,1052,1016,1
Immigration Lawyer,Asylum,1018,1009,0
Family Lawyer,Divorce,1026,1001,Lawyer6,1
Immigration Lawyer,Asylum,1020,1010,0
Business Lawyer,IntellectualProperty,1017,1014,1
Criminal Lawyer,Burglary,1013,1000,1
Immigration Lawyer,Deportation,1031,1010,0
Family Lawyer,Divorce,1022,1001,Lawyer4,1
Immigration Lawyer,Asylum,1042,1010,1
Criminal Lawyer,Robbery,1029,1000,1
Family Lawyer,Adoption,1009,1001,Lawyer4,0
Immigration Lawyer,Deportation,1001,Lawyer2,1010,0
Tax Lawyer,TaxFraud,1028,1016,1
Criminal Lawyer,Assault,1001,Lawyer5,1001,Lawyer1,1
Family Lawyer,Divorce,1020,1001,Lawyer5,1
Tax Lawyer,IRSAudit,1001,Lawyer3,1019,0
Business Lawyer,IntellectualProperty,1017,1014,1
Criminal Lawyer,Burglary,1029,1001,Lawyer2,0
Business Lawyer,ContractDispute,1011,1012,1
Immigration Lawyer,VisaApplication,1016,1001,Lawyer8,1
Tax Lawyer,TaxFraud,1033,1016,1
Immigration Lawyer,Asylum,1027,1001,Lawyer8,1
Tax Lawyer,TaxEvasion,1001,Lawyer1,1017,1
Immigration Lawyer,VisaApplication,1044,1009,0
Criminal Lawyer,Robbery,1031,1000,1
Immigration Lawyer,Asylum,1020,1009,1
Business Lawyer,BusinessFraud,1029,1014,1
Tax Lawyer,IRSAudit,1019,1018,1
Criminal Lawyer,Assault,1032,1000,1
Family Lawyer,Divorce,1001,Lawyer6,1001,Lawyer5,0
Immigration Lawyer,Deportation,1012,1009,1
Family Lawyer,Divorce,1001,Lawyer8,1001,Lawyer4,0
Family Lawyer,Divorce,1001,Lawyer8,1001,Lawyer4,0
Tax Lawyer,TaxEvasion,1025,1019,1
Immigration Lawyer,Asylum,1020,1010,0
Family Lawyer,Divorce,1017,1001,Lawyer4,1
Immigration Lawyer,VisaApplication,1047,1010,1
Immigration Lawyer,VisaApplication,1041,1010,0
Family Lawyer,Adoption,1024,1001,Lawyer4,0
Tax Lawyer,IRSAudit,1001,Lawyer2,1018,0
Criminal Lawyer,Drug,1015,1000,0
Tax Lawyer,TaxEvasion,1021,1018,0
Criminal Lawyer,Drug,1017,1000,1
Family Lawyer,Divorce,1001,Lawyer7,1001,Lawyer6,1
Family Lawyer,Adoption,1013,1001,Lawyer4,1
Criminal Lawyer,Assault,1010,1001,Lawyer1,0
Business Lawyer,IntellectualProperty,1018,1014,0
Criminal Lawyer,Murder,1031,1001,Lawyer2,1
Tax Lawyer,TaxFraud,1022,1017,0
Tax Lawyer,TaxEvasion,1001,Lawyer5,1019,0
Tax Lawyer,TaxEvasion,1016,1019,1
Immigration Lawyer,Deportation,1035,1009,0
Family Lawyer,ChildCustody,1001,Lawyer6,1001,Lawyer4,1
Business Lawyer,IntellectualProperty,1001,Lawyer5,1012,1
Criminal Lawyer,Drug,1024,1001,Lawyer2,0
Business Lawyer,IntellectualProperty,1035,1012,1
Business Lawyer,BusinessFraud,1049,1012,0
Family Lawyer,ChildCustody,1025,1001,Lawyer4,0
Immigration Lawyer,Deportation,1001,Lawyer6,1009,0
Immigration Lawyer,Deportation,1001,Lawyer5,1001,Lawyer8,1
Business Lawyer,IntellectualProperty,1030,1013,0
Tax Lawyer,TaxFraud,1001,Lawyer5,1017,0
Tax Lawyer,TaxFraud,1001,Lawyer2,1016,0
Immigration Lawyer,Deportation,1011,1001,Lawyer8,1
Tax Lawyer,IRSAudit,1037,1016,1
Immigration Lawyer,Asylum,1011,1010,0
Business Lawyer,IntellectualProperty,1001,Lawyer8,1013,1
Criminal Lawyer,Murder,1012,1001,Lawyer1,0
Tax Lawyer,IRSAudit,1001,Lawyer4,1016,0
Tax Lawyer,IRSAudit,1022,1016,0
Criminal Lawyer,Drug,1020,1000,1
Family Lawyer,Adoption,1026,1001,Lawyer5,1
Business Lawyer,ContractDispute,1014,1014,0
Business Lawyer,BusinessFraud,1050,1012,1
Tax Lawyer,TaxFraud,1001,Lawyer4,1019,1
Criminal Lawyer,Burglary,1025,1001,Lawyer1,1
Family Lawyer,Divorce,1040,1001,Lawyer4,1
Tax Lawyer,IRSAudit,1001,Lawyer5,1016,0
Business Lawyer,BusinessFraud,1016,1014,1
Business Lawyer,ContractDispute,1042,1014,1
Business Lawyer,BusinessFraud,1046,1012,0
Business Lawyer,ContractDispute,1001,Lawyer1,1013,1
Immigration Lawyer,VisaApplication,1001,Lawyer3,1010,1
Business Lawyer,BusinessFraud,1023,1013,0
Business Lawyer,BusinessFraud,1023,1013,0
Business Lawyer,IntellectualProperty,1045,1013,0
Business Lawyer,ContractDispute,1043,1012,1
Criminal Lawyer,Robbery,1016,1001,Lawyer2,0
Tax Lawyer,TaxFraud,1036,1016,0
Immigration Lawyer,VisaApplication,1013,1010,0
Tax Lawyer,IRSAudit,1001,Lawyer1,1016,0
Tax Lawyer,IRSAudit,1001,Lawyer3,1019,0
Tax Lawyer,TaxFraud,1017,1018,1
Business Lawyer,BusinessFraud,1022,1012,0
Immigration Lawyer,Asylum,1001,Lawyer7,1010,0
Tax Lawyer,IRSAudit,1044,1016,1
Tax Lawyer,IRSAudit,1049,1016,0
Business Lawyer,IntellectualProperty,1042,1012,1
Tax Lawyer,IRSAudit,1048,1016,1
Business Lawyer,BusinessFraud,1032,1013,1
Tax Lawyer,TaxFraud,1050,1016,1
Criminal Lawyer,Assault,1001,Lawyer5,1001,Lawyer1,1
Business Lawyer,BusinessFraud,1054,1014,1
Business Lawyer,BusinessFraud,1049,1012,0
Family Lawyer,Adoption,1001,Lawyer1,1001,Lawyer5,1
Immigration Lawyer,Deportation,1001,Lawyer3,1001,Lawyer8,1
Business Lawyer,ContractDispute,1013,1012,0
Business Lawyer,BusinessFraud,1053,1014,0
Immigration Lawyer,VisaApplication,1013,1010,0
Family Lawyer,Divorce,1016,1001,Lawyer5,1
Tax Lawyer,TaxFraud,1001,Lawyer4,1017,1
Tax Lawyer,IRSAudit,1025,1017,0
Immigration Lawyer,Asylum,1025,1001,Lawyer8,0
Business Lawyer,BusinessFraud,1040,1014,1
Immigration Lawyer,VisaApplication,1041,1010,0
Immigration Lawyer,VisaApplication,1009,1010,0
Immigration Lawyer,VisaApplication,1009,1010,0
Immigration Lawyer,Asylum,1036,1010,1
Family Lawyer,Adoption,1021,1001,Lawyer6,0
Business Lawyer,BusinessFraud,1032,1012,1
Criminal Lawyer,Robbery,1010,1001,Lawyer2,1
Tax Lawyer,TaxEvasion,1053,1016,1
Tax Lawyer,IRSAudit,1013,1017,0
Tax Lawyer,TaxEvasion,1001,Lawyer5,1019,0
Business Lawyer,ContractDispute,1021,1012,0
Immigration Lawyer,VisaApplication,1009,1001,Lawyer8,1
Business Lawyer,BusinessFraud,1041,1012,1
Criminal Lawyer,Robbery,1014,1000,0
Tax Lawyer,IRSAudit,1016,1018,1
Business Lawyer,ContractDispute,1014,1013,1
Tax Lawyer,TaxEvasion,1029,1016,0
Criminal Lawyer,Drug,1011,1001,Lawyer1,0
Family Lawyer,Adoption,1001,Lawyer7,1001,Lawyer4,0
Tax Lawyer,TaxEvasion,1032,1016,0
Business Lawyer,IntellectualProperty,1036,1012,0
Business Lawyer,ContractDispute,1028,1012,0
Business Lawyer,BusinessFraud,1015,1012,1
Criminal Lawyer,Murder,1041,1001,Lawyer2,0
Tax Lawyer,TaxFraud,1021,1019,0
Tax Lawyer,TaxFraud,1001,Lawyer2,1017,0
Immigration Lawyer,Asylum,1009,1009,1
Criminal Lawyer,Burglary,1011,1000,1
Criminal Lawyer,Robbery,1026,1001,Lawyer2,0
Business Lawyer,BusinessFraud,1041,1013,0
Tax Lawyer,TaxFraud,1023,1019,0
Immigration Lawyer,Deportation,1001,Lawyer1,1001,Lawyer8,0
Criminal Lawyer,Drug,1040,1001,Lawyer2,0
Business Lawyer,ContractDispute,1001,Lawyer7,1013,1
Tax Lawyer,TaxFraud,1012,1019,1
Criminal Lawyer,Assault,1024,1000,1
Criminal Lawyer,Burglary,1001,Lawyer2,1001,Lawyer2,1
Business Lawyer,ContractDispute,1014,1013,1
Business Lawyer,IntellectualProperty,1037,1013,0
Criminal Lawyer,Burglary,1019,1001,Lawyer2,0
Criminal Lawyer,Drug,1011,1001,Lawyer1,0
Immigration Lawyer,Deportation,1001,Lawyer4,1010,0
Family Lawyer,ChildCustody,1028,1001,Lawyer6,0
Tax Lawyer,TaxFraud,1001,Lawyer8,1017,1
